date,podnik,polievka,jedlo_1,jedlo_2,jedlo_3,jedlo_4
2020-07-06,Milton,Zeleninova polievka so zelenou kari pastou a ryzovymi rezancami,Grilovane kuracie prsia zapekane hermelinom a vlasskymi orechmi,Ravioli plnene mozzarellou a baby spenatom,Flank steak hovadzia slabina v uprave Sous Vide,Kokteil z cerstveho ovocia so slanym karamelom a Creme Fraiche penou
2020-07-06,Prazsky pub,Zeleninova polievka s krupicovymi haluskami,Kuraci steak arrabiata s dusenou ryzou,Spaghetti alla carbonara s parmezanom a rukolou,Miesany salat s grilovanym ostiepkom,
2020-07-06,Red Cafe,Francuzska s muslickami polievka,Kurci gyros hranolky tzaziky,Rizoto spenatove,Polievka pizza sunkova salamova sampinonova,
2020-07-06,RTVS,Minestrone,Hydinove rizoto so syrom,Cigansky br rezen bulgur,Jablkova zemlovka,
2020-07-06,Suvlaki,Grilovane Kuracie SUVLAKI ks spizy domace hranolky paradajky cibulka pita chlieb tzatziki dip,Pecene morcacie gulicky horcico vinova omacka,Zapecene listkove cesto plnene cuketou mrkvou rukolou a syrom Feta,,
2020-07-06,Svadby a Kari,Minestrone VEGAN zeleninova polievka,Indicke kuracie Madras kari s cuketou hraskom paradajkami a zemiakmi melonovy salat s matou v kari,Kokosovo nektarinkove VEGAN kari s mrkvou cicerom a cuketou melonovy salat s matou v kari,,
2020-07-06,U Majky,Sosovicova s parkom,Bravcove na sampinonoch,Gordon blue,Hlivovy perkelt,
2020-07-06,Veda,Paradajkova s ryzou,Domaci syr v indickej spenatovej omacke,Tekvica kukurica a cuketa s drvenym indickym korenim,Miesana zelenina s thajske kari omacke,Miesana zelenina v indickej omacke z sposob madrasi
2020-07-06,Veglife,Brokolicova kremova polievka,Indicky dhal s batatmi ryza jasminova,Tofu kung pao ryza jasminova B V P,Jacmenne krupky s grilovanou zeleninou a pesto rosso,Zapekane makarony s tekvicovo syrovou omackou
2020-07-07,Alzbetka,Fazulova polievka s klobasou,Spanielsky vtacik servirovany s ryzou s hraskom a kyslou uhorkou,Vyprazany emental s varenymi zemiakmi s maslom a vnatkou s tatarskou omackou,,
2020-07-07,Bioland,Fazulova na kyslo s ryzovou smotanou,Spagety arrabbiata s olivami bazalkou a veganskym parmezanom,Psenovo kalerabove placky so salatom z cervenej repy,Ovocny kolac s chia a posypkou,
2020-07-07,BlueBear,Karfiolova so zemiakmi,Svieckova na smotane s parenou knedlou,Jahnacie na paprike s hraskovou ryzou a chrumkavou cibulkou,Zemiakove gnocchi so spenatom pazitkou a varenym vajickom,TYZDENNE Konfitovany bravcovy bok na batatovom pyre restovanych fazulkach s red apple coleslaw salatom
2020-07-07,Centr klub,Zeleninova s krupicovymi haluskami,Salat s kuracim masom paradajkou krutonmi a aioli dresingom,Bravcova sekana zemiakovy privarok s koprom vajicko chlieb,Grilovany pstruh bylinkove myslo petrzlenove zemiaky,
2020-07-07,Ceska piv,Slepaci vyvar s masom a rezancami,Tagliatelle s kuracim masom a cuketou parmezan,Bravcova prirodna kapsa so slaninkou a ostiepkom zemiaky,,
2020-07-07,Dilema,Krupkova s udenym masom,Grilovane kuracie prsia s vajickovou omeletou bylinkova ryza salat,Pecena krkovicka s dusenou cervenou kapustou parena knedla,Rasta Pasta cestoviny kuracie prsia provensalske bylinky smotana susene paradajky syr,Dukaty z panenky s hubovo slinkovou omackou ryza cena menu
2020-07-07,Kasa,Letna polievka s hraskom,Sosovicovy pastiersky kolac,Morcaci burger,,
2020-07-07,Mestiansky piv,Domaca kapustnica s udeninou a kyslou smotanou,Plnene kuracie stehno dusena ryza kompot HU,,,
2020-07-07,Milton,Telacie ragu s cuketou karotkou a safranom,Tradicne talianske masove gulky pecene v paradajkovej omacke,Grilovana filetovana ryba,Sous vide jelenie medajlonky,U nas pripravovany francuzsky kremes
2020-07-07,Prazsky pub,Cesnakova kremova polievka s krutonmi,Bravcova krkovicka na hubach s tarhonou a kyslou uhorkou,Penne s gorgonzolovou omackou brokolicou a hroznom,Zeleninovy salat s vyprazanymi kuracimi kuskami,
2020-07-07,Red Cafe,Sampinonovy krem polievka,Pecena krkovicka strapacky,Salat s lososom citronovydip,Polievka pizza sunkova salamova sampinonova,
2020-07-07,RTVS,Hraskova s mrvenickou,Solosnicka pochutka z br masa halusky,Hovadzia rostenka s volskym okom ryza,Zeleninovy rezen zemiakova kasa,
2020-07-07,Suvlaki,Dusene telacie maso so zelenou fazulku paradajkova omacka,Dusene kuracie maso s ananasom kurkuma jogurtova omacka,Zapecena tortila plnena baklazanom cervenou paprikou rukolou a syrom chaluni,,
2020-07-07,Svadby a Kari,Paradajkovo pomarancova polievka s kokosovym kremom VEGAN,Marocke marhulove hovadzie kari s batatmi mrkvou a pecenym baklazanom zelene jablka s opekanym kokosom,Mangovo datlove VEGAN kari s bananmi platanos cuketami a zelenymi fazulkami zelene jablka s opekanym kokosom v kari,,
2020-07-07,U Majky,Ostro kysla,Gril kuracie stvrtky,Vyprazane brav kare,Ryzovy nakyp,
2020-07-07,Veda,Thajska karfiolova,Baklazan v indickej spenatovej omacke,Cibulove fasirky v indickej jogurtovej omacke,Zemiaky v indickej omacke s jarnou cibulkou,Karfiol a zelena fazulka v indickej omacke
2020-07-07,Veglife,Kalerabova polievka s mrkvou,Cicerovo bananove kari so spenatom ryza natural B V P,Mrkvovo syrove karbonatky zemiakove pyre s maslom,Hubovy bourguignon ryza natural,Grilovane robi s tekvicovo smotanovou omackou pazitkove zemiaky
2020-07-09,Alzbetka,Cira cesnakova polievka so syrom a chlebovymi krutonmi,Kuracie nugetky podavane s americkymi zemiakmi a syrovym dresingom,Ks Pecene fasirky servirovane so zemiakovym privarkom a chlebom,,
2020-07-09,Bioland,Minestrone s quinoou,Tempehovy gyros s pecenymi zemiakmi a dresingom,Pecena zelenina s balkanskym syrom olivami a klickami,Citronovy cheescake,
2020-07-09,BlueBear,Bryndzova polievka,Bravcove na srbsky sposob s varenymi zemiakmi a kyslou oblohou,Chilli con carne s trojfarebnou ryzou a baby spenatom,Cestovinovy salat s vajickom kukuricou cherry paradajkami a restovanou sunkou,TYZDENNE Konfitovany bravcovy bok na batatovom pyre restovanych fazulkach s red apple coleslaw salatom
2020-07-09,Centr klub,Hrachova s parkom,Parene buchty s jahodovym dzemom kakao maslo,Bravcova panenka na prirodno hranolky tatarska omacka,BBQ kuracie kridelka americke zemiaky cesnakova majoneza,
2020-07-09,Ceska piv,Slepaci vyvar s masom a rezancami,Kuracie rizoto so zeleninou a syrom,Vyprazany bravcovy Cordon bleu s varenymi zemiakmi miesany salat,,
2020-07-09,Dilema,Rascova s vajickom a porom,Kuracie STRIPSY v cornflakes hranolky sweetchilli omacka,Bravcovy kotlikovy gulas chlieb,Grecky salat s feta syrom olivami a cervenou cibulkou bagetka,Dukaty z panenky s hubovo slinkovou omackou ryza cena menu
2020-07-09,Kasa,Sosovicova polievka na kyslo,Grilovany Encian,Kuracie zlte curry s kokosovym mliekom,,
2020-07-09,Mestiansky piv,Bryndzova so zemiakmi a oskvarkami,Bravcovy cordon blue opekane zemiaky tatarska omacka AT,,,
2020-07-09,Milton,Jelenie consome silny vyvar zelenina maso a nitovky,Bravcova krkovicka pecena s cibulkou cesnakom a cervenim vinom,Omacka bravcovy jus Pecene zemiaky s rozmarinom Nakladana miesana zelenina,Grilovana morska ryba,Konfitovane kacacie stehno
2020-07-09,Prazsky pub,Gulasova polievka so zemiakmi,Kuracie prsia zapekane s BBQ omackou a pecenymi zemiakmi,Spaghetti alla bolognese so syrom,Kuskus s cerstvou zeleninou a fetou,
2020-07-09,Red Cafe,Kapustova jarna polievka,Kur steak tekvicove pyre calamada,Caesar s kuracim masom,Polievka pizza sunkova salamova sampinonova,
2020-07-09,RTVS,Zemiakova kysla,Hov dusene v keli chlieb,Ks Bravcove znojemske kare slovenska ryza,Zemiakove sulance s makom,
2020-07-09,Suvlaki,Grilovane Bravcove SUVLAKI spizy ks s domacimi hranolkami pita chlieb paradajky cibulka tzatziki dip,Dusene kuracie maso s paprikou vinova omacka,Zapeceny baklazan s olivami tymianom paradajkovou omackou a syrom Feta,,
2020-07-09,Svadby a Kari,Tekvicova polievka s kokosovym mliekom a tekvicovymi semiackami,Thajske zelene hovadzie kari s cuketou brokolicou mrkvou a zelenymi fazulkami zelene petrzlenovo limetkove catni v jedle,Indicky VEGAN Dhal z cervenej sosovice so zltym melonom zelene petrzlenovo limetkove catni,,
2020-07-09,U Majky,Frankfurtska,Pik kuracie rezance s far paprikou,Bratislavske rizoto,Bryndzove pirohy smotana slaninka,
2020-07-09,Veda,Thajska zemiakova s mini kukuricou,Miesana zelenina v indickej jogurtovej omacke,Sampiony a cuketa v indickej omacke,Miesana zelenina v indickej omacke s nakladanym pickles z madaras,Brokolica a paradajky v indickej spenatovej omacke
2020-07-09,Veglife,Spenatova polievka,Cuketova moussaka,Fasirky z kyslej kapusty zemiakove pyre s restovanou cibulkou,Natural rizoto s vlasskymi orechami porom a opekanou hlivou,Bataty v arasidovej omacke ryza natural
2020-07-10,Alzbetka,Hraskova kremova polievka s opecenymi chlebovymi krutonmi,Fish chips podavane s majonezou,Bryndzove halusky s opecenou slaninou a ostiepkom,,
2020-07-10,Bioland,Zemiakovo cibulova polievka so zazvorom,Granadir s pohankovou cestovinou a domacim cviklovym salatom,Gratinovane paradajky plnene psenom a parmezanom s rukolovo slnecnicovym salatom,Brownies s mascarpone kremom a jahodami,
2020-07-10,BlueBear,Rascova polievka s vajickom,Bravcove na srbsky sposob s varenymi zemiakmi a kyslou oblohou,Kuracie prsia s marinovanou cervenou repou basmati ryzou a kremovou wasabi omackou,Vyprazany sunkovo syrovy spiz s pecenymi zemiakmi a tatarskou omackou,TYZDENNE Konfitovany bravcovy bok na batatovom pyre restovanych fazulkach s red apple coleslaw salatom
2020-07-10,Centr klub,Mrkvovy krem so zazvorom a opecenym chlebom,Lasagne bolognese s paradajkovou omackou,Pecene kuracie stehno ryza broskynovy kompot,Hovadzi stroganov maslove halusky,
2020-07-10,Ceska piv,Slepaci vyvar s masom a rezancami,Kuraci steak s fazulovymi luskami a ryzou,Vyprazany syr s varenymi zemiakmi a tatarskou omackou,,
2020-07-10,Dilema,Brokolicovy krem s krutonmi,Vykostene kuracie stehienka na korenovej zelenine dusena ryza rukola,Pomaly pecene kare s omackou z Francuzskej horcice pecene zemiaky,Vyprazany syr hranolky domaca tatarska omacka,Dukaty z panenky s hubovo slinkovou omackou ryza cena menu
2020-07-10,Kasa,Gazpacho,Pohankove palacinky,Bravcova ciganska a cibula na masti,,
2020-07-10,Mestiansky piv,Fazulova na kyslo,Bryndzove halusky s oskvarkami,,,
2020-07-10,Milton,Paradajkova neapolska polievka s bazalkou a struhanou mozzarellou,Pecene kuracie stehno alla bazant slanina biele vino salotka a jalovec,Sisky plnene domacim jahodovym lekvarom,Grilovana morska ryba,Grilovane kuracie prsia Supreme Sous Vide
2020-07-10,Prazsky pub,Fazulova na kyslo s klobasou,Hovadzie s chrenovou omackou a parenou knedlou,Farfalle so susenymi paradajkami tirolskou sunkou a hubami,Zeleninovy salat s grilovanym lososom,
2020-07-10,Red Cafe,Cesnakova kremova polievka,BBQ vykost kuracie stehno grilovana zelenina,Sojove sote na cinsky sposob jasminova ryza,Polievka pizza sunkova salamova sampinonova,
2020-07-10,RTVS,Mlety rezen so syrom zemiakova kasa,Pecene kuracie stehno dusena ryza,Orechovy zavin,,
2020-07-10,Suvlaki,Pecene rybacie filety s cesnakom rozmarinom olivovy olej,Dusene kuracie maso s cuketou feniklom paradajkova omacka,Vinny list plneny ryzou na grecky sposob tzatziki dip,,
2020-07-10,Svadby a Kari,Thajska kokosova polievka Tom Kha VEGAN ml ml,Vietnamske kuracie kari s ananasom maslovou tekvicou mrkvou a cuketou paradajkovo uhorkovy salat s cerstvou bazalkou,Indicke sampinonovo paradajkove VEGAN kari s pecenym baklazanom a fazulami paradajkovo uhorkovy salat s cerstvou bazalkou,,
2020-07-10,U Majky,Rascova s vajcom,Zap kuracie prsia s mozzar a rajcinou,Vyprazane rybie file,Pecene domace buchty,
2020-07-10,Veda,Sampionova,Domaci syr a cicer v indickej omacke,Zeleninove fasirky v indickej omacke,Miesana zelenina s thajske kari omacke,Zemiaky a sampiony v indickej omacke
2020-07-10,Veglife,Frankfurtska polievka s udenym tofu,Kelovo mrkvovy nakyp s tempehom indicke zemiaky,Aloo matar kofty v paradajkovo kokosovej omacke indicke zemiaky,Maslova fazula v paradajkovo parmezanovej omacke pecene zemiaky,Cicerove ragu s tekvicou a spenatom ryza natural
2020-07-13,Alzbetka,Slepaci vyvar s rezancami,Lasagne Bolognese,Kuracia rolada plnena mozzarellou a susenymi paradajkami podavana s pecenou cviklou,,
2020-07-13,Bioland,Polievka Francuzska zeleninova s bezlepkovymi cestovinami alergeny neobsahuje,Hlivovy perkelt s kukuricnymi cestovinami alergeny soja,Bylinkovy pohankovy bulgur s fazulovymi luskmi preliaty tekvicovym olejom alergeny neobsahuje,Dezert Raw karobovo bananova torta alergeny orechy,
2020-07-13,BlueBear,Cesnakova polievka s fridatovymi rezancami,Kuraci Cernohorsky rezen s pecenymi zemiakmi a tatarskou omackou,Masove aranciny na sampinonoch s divou ryzou,Psenoto s marinovanym tofu syrom grilovanou zeleninou a sezamom,TYZDENNE Hovadzie licka na pucenych zemiakoch s jemnou korenovou omackou a fritovanou cibulkou
2020-07-13,Centr klub,Zeleninova kremova s opecenym chlebom,Bryndzove pirohy so smotanou a vypecenou cibulou,Kuraci steak nivova omacka hraskova ryza,Salat s grilovanym lososom cherry paradajka redkovka koprovy dresing,
2020-07-13,Ceska piv,Slepaci vyvar s masom a rezancami,Hraskovy krem,Tortilla s kuracim masom syrom a grilovanou zeleninou,Bravcovy rezen v parmezanovom cesticku varene zemiaky miesany salat,
2020-07-13,Dilema,Kelova s paprikou Slepaci vyvar so zeleninou a rezancami,Pljeskavica pecene zemiaky cibula ajvar,GRADIRSKY pochod kysla uhorka,Grilovany losos s Holandskou omackou zemiakove krokety,Kuraci STROGANOFF dusena ryza
2020-07-13,Kasa,Hubova polievka so zemiakmi,Mrkvovo cicerove curry,BBQ kare krkovicka,,
2020-07-13,Mestiansky piv,Sosovicova na kyslo,Kuracia pivovarska pochutka dusena ryza kysla uhorka HU,,,
2020-07-13,Milton,Kremova karfiolova polievka so zazvorom a s cerstvym koriandrom,Vyprazane kuracie stehno s kostou v panko struhanke,Grilovany kozi syr Chevrette di Poiton,Grilovane medajlonky z telacej svieckovice Sous Vide,Zmrzlinovy pohar duo zmrzlina ovocie slahacka a cokoladova poleva
2020-07-13,Prazsky pub,Brokolicovy krem s krutonmi,Zapekane kuracie prsia s broskynou a syrom s dusenou ryzou,Farfalle so sampinonovou omackou a cottage syrom,Grecky salat s olivami a feta syrom,
2020-07-13,Red Cafe,Brokolicovy krem polievka,Bravcovy Cernohor opekane zemiaky tat om,Granadir s udenym masom chren,Polievka pizza sunkova salamova sampinonova,
2020-07-13,RTVS,Cesnakova so zemiakmi,Azu z hydinoveho masa dusena ryza,Madarsky gulas knedla,Palacinky s dzemom a cokoladou,
2020-07-13,Suvlaki,Pecene bravcove karbonatky paradajkova omacka,Dusene morcacie maso s hraskom,Brokolicova omeleta,,
2020-07-13,Svadby a Kari,Minestrone VEGAN zeleninova polievka,Indicke kuracie Madras kari s cuketou hraskom paradajkami a zemiakmi ananasove catni v kari,Mangovo baklazanove VEGAN kari s kesu melonom batatmi a zelenymi fazulkami ananasove catni v kari,,
2020-07-13,U Majky,Karfiolova,Bojnicka pochutka,Vypr plneny kur rezen,Fliacky s kapustou a slaninou,
2020-07-13,Veda,Sampionova,Domaci syr a cicer v indickej omacke,Zeleninove fasirky v indickej omacke,Miesana zelenina s thajske kari omacke,Zemiaky a sampiony v indickej omacke
2020-07-13,Veglife,Paradajkovo cuketova polievka,Grilovane robi platky so sampinonovou omackou pecene zemiaky,Penne all arrabiatta s pecenym baklazanom,Natural rizoto s lesnymi hubami a hraskom,Karfiolovo mrkvove fasirky so slnecnicou stuchane zemiaky s olivovym olejom
2020-07-14,Alzbetka,Sosovicova polievka s parkom,Kuraci perkelt servirovany s varenymi kolienkami,Vyprazany eidam s varenymi zemiakmi s maslom a pazitkou s tatarskou omackou,,
2020-07-14,Bioland,Polievka Sampinonova kremova alergeny neobsahuje,Sosovicovy salat s horcicnymi semienkami a susenymi paradajkami alergeny horcicne semienko,Zapekana plnena cuketa VEGAN bolonskou zmesou salat alergeny soja,Dezert Raw kokosovo pomarancova torta alergeny orechy,
2020-07-14,BlueBear,Hrachova polievka s jarnou cibulkou,Kuraci Cernohorsky rezen s pecenymi zemiakmi a tatarskou omackou,Hovadzie rezanceky so zelenou fazulkou paprikou a zeleninovym kuskusom,Fazulove ragu s basmati ryzou a fritovanou viedenskou cibulou,TYZDENNE Hovadzie licka na pucenych zemiakoch s jemnou korenovou omackou a fritovanou cibulkou
2020-07-14,Centr klub,Paradajkova so syrom a bazalkou,Rizoto z bravcovej panenky kysla uhorka,Pecene morcacie stehno zemiakove stvrte jogurtovy dresing,Tagliatelle s hovadzim ragu fazulou a parmezanom,
2020-07-14,Ceska piv,Slepaci vyvar s masom a rezancami,Frankfurtska s parkom,Jemne kuracie sote so zeleninou ryza,Spaghetti Bolognese so syrom,
2020-07-14,Dilema,Kapustovo paradajkova Slepaci vyvar s zeleninou a rezancami,Francuzske zemiaky s kuracim masom syrom a klobaskou domaca cvikla,Hovadzie varene s chrenovou omackou parena knedla,Grilovany HERMELIN s brusnicami hranolky,Grilovany losos s Holandskou omackou zemiakove krokety
2020-07-14,Kasa,Zemiakova polievka na kyslo,Hlivovo cuketovy paprikas,Pecene kuracie stehno,,
2020-07-14,Mestiansky piv,Zemiakova zasmazena,Pecene bravcove pliecko s moravskou kapustou domaca kysnuta knedla AT,,,
2020-07-14,Milton,Gazpacho spanielska studena zeleninova polievka,Grilovany steak z kuracich prs,Garganelli v kremovej omacke grilovane krevety,Sk Viedensky vyprazany telaci rezen z telacieho kare,Domaca torta podla Rudka
2020-07-14,Prazsky pub,Hrachova polievka so zeleninou a slaninkou,Restovana kuracia pecen na cibulke so zemiakovou kasou a kyslou uhorkou,Zapekana brokolica s cestovinou a sunkou s listovym salatom,Miesany salat s grilovanym encianom,
2020-07-14,Red Cafe,Fazulova na kyslo polievka,Pecene kuracie stehno ryza kompot,Bolonske spageti,Polievka pizza sunkova salamova sampinonova,
2020-07-14,RTVS,Kapustova s klobasou,Cevabcici varene zemiaky obloha,Bravcove dusene sampino nova omacka cestovina,Fusilli al Pomodoro s bazalkou a syrom,
2020-07-14,Suvlaki,Sosovicova polievka,Peceny Losos so zeleninou a kaparami,Dusene kuracie maso s bakazanom,,
2020-07-14,Svadby a Kari,Studena melonova polievka s jahodami a matou,Thajske cervene hovadzie kari s farebnymi paprikami batatmi baklazanom a hraskom redkovkovy salat s ciernym sezamom v kari,Sri Landske cviklove VEGAN kari s bielymi fazulami a zelenymi fazulkami redkovkovy salat s ciernym sezamom,,
2020-07-14,U Majky,Zemiakova hribova na kyslo,Plnena paprika,Vyprazane brav kare,Cuketove cestoviny,
2020-07-14,Veda,Indicka spenatova,Sampiony v indickkej jogurtovej omacke,Zemiaky a hrasok v indickej omacke,Zeleninove fasirky v indickej omacke,Miesana zelenina v indickej omacke na sposob madrasi
2020-07-14,Veglife,Tom Kha Thajska polievka B V P,Chilli con tofu ryza natural B V P,Plnena cuketa s goody foody v paradajkovej omacke zemiakove pyre s maslom,Hubovy paprikas ryza natural,Kokosovo limetkova basmati ryza s mrkvovymi stripsami
2020-07-17,Alzbetka,Cesnakova kremova polievka s opecenymi chlebovymi krutonmi a struhanym syrom,Vyprazana morska stuka podavana s majonezovym salatom,Spagety Carbonara so struhanym parmezanom,,
2020-07-17,Bioland,Polievka Cuketova kremova s cerstvym oreganom alergeny neobsahuje,Plneny kelovy list so zeleninovo ryzovou plnkou na rajcinovej omacke alergeny neobsahuje,Bulgurovo ementalove gulocky s paprikovou omackou alergeny lepok mlieko,Dezert Raw dezert Black n White alergeny orechy,
